geneSymbol	doid_code	doid_name	geneId	count	pubmeds_max	score_max	score_mean	associationType	source
SERPINA13P	DOID:10652	Alzheimer's disease	388007	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
ATXN8	DOID:10652	Alzheimer's disease	724066	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CCR2	DOID:10652	Alzheimer's disease	729230	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
BDNF-AS	DOID:10652	Alzheimer's disease	497258	1	7	0.001984532	0.001984532	Biomarker|GeneticVariation	BeFree
FASN	DOID:10652	Alzheimer's disease	2194	1	6	0.001701027	0.001701027	Biomarker|GeneticVariation	BeFree
MCIDAS	DOID:10652	Alzheimer's disease	345643	1	6	0.001701027	0.001701027	Biomarker|GeneticVariation	BeFree
RPSA	DOID:10652	Alzheimer's disease	3921	1	5	0.001417523	0.001417523	Biomarker|GeneticVariation	BeFree
PAX5	DOID:10652	Alzheimer's disease	5079	1	5	0.001417523	0.001417523	Biomarker|GeneticVariation	BeFree
CLOCK	DOID:10652	Alzheimer's disease	9575	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
SLC2A14	DOID:10652	Alzheimer's disease	144195	1	3	0.000850514	0.000850514	Biomarker|GeneticVariation	BeFree
IL9	DOID:10652	Alzheimer's disease	3578	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
IL9R	DOID:10652	Alzheimer's disease	3581	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
NLRP1	DOID:10652	Alzheimer's disease	22861	1	2	0.000567009	0.000567009	Biomarker|GeneticVariation	BeFree
BCHE	DOID:10652	Alzheimer's disease	590	1	48	0.279336946	0.279336946	Biomarker|GeneticVariation|PostTranslationalModification	BeFree|CTD_human|GAD|LHGDN
CDK5	DOID:10652	Alzheimer's disease	1020	1	10	0.013824899	0.013824899	Biomarker|GeneticVariation|PostTranslationalModification	BeFree|GAD|LHGDN
CDK5R1	DOID:10652	Alzheimer's disease	8851	1	6	0.010451808	0.010451808	Biomarker|GeneticVariation|PostTranslationalModification	BeFree|GAD|LHGDN
DYRK1A	DOID:10652	Alzheimer's disease	1859	1	6	0.00849624	0.00849624	Biomarker|GeneticVariation|PostTranslationalModification	BeFree|GAD|LHGDN
NEDD9	DOID:10652	Alzheimer's disease	4739	1	6	0.012074352	0.012074352	GeneticVariation	BeFree|GAD|LHGDN
DLST	DOID:10652	Alzheimer's disease	1743	1	5	0.011790847	0.011790847	GeneticVariation	GAD|LHGDN
PVRL2	DOID:10652	Alzheimer's disease	5819	1	5	0.011585338	0.011585338	GeneticVariation	GAD
TNK1	DOID:10652	Alzheimer's disease	8711	1	5	0.011585338	0.011585338	GeneticVariation	GAD
NQO1	DOID:10652	Alzheimer's disease	1728	1	5	0.009551775	0.009551775	GeneticVariation	BeFree|GAD
HMGCR	DOID:10652	Alzheimer's disease	3156	1	4	0.009551775	0.009551775	GeneticVariation	BeFree|GAD
PPARA	DOID:10652	Alzheimer's disease	5465	1	4	0.009551775	0.009551775	GeneticVariation	BeFree|GAD
VDR	DOID:10652	Alzheimer's disease	7421	1	3	0.00947378	0.00947378	GeneticVariation	GAD|LHGDN
XRCC1	DOID:10652	Alzheimer's disease	7515	1	3	0.00947378	0.00947378	GeneticVariation	GAD|LHGDN
NR1H2	DOID:10652	Alzheimer's disease	7376	1	4	0.00926827	0.00926827	GeneticVariation	GAD
SORCS1	DOID:10652	Alzheimer's disease	114815	1	4	0.00926827	0.00926827	GeneticVariation	GAD
MTR	DOID:10652	Alzheimer's disease	4548	1	5	0.007518212	0.007518212	GeneticVariation	BeFree|GAD
ADRB1	DOID:10652	Alzheimer's disease	153	1	2	0.007156712	0.007156712	GeneticVariation	GAD|LHGDN
CD14	DOID:10652	Alzheimer's disease	929	1	2	0.007156712	0.007156712	GeneticVariation	GAD|LHGDN
GSTT1	DOID:10652	Alzheimer's disease	2952	1	2	0.007156712	0.007156712	GeneticVariation	GAD|LHGDN
HTR2C	DOID:10652	Alzheimer's disease	3358	1	2	0.007156712	0.007156712	GeneticVariation	GAD|LHGDN
TNFRSF1B	DOID:10652	Alzheimer's disease	7133	1	3	0.007156712	0.007156712	GeneticVariation	GAD|LHGDN
APOC3	DOID:10652	Alzheimer's disease	345	1	3	0.006951203	0.006951203	GeneticVariation	GAD
GC	DOID:10652	Alzheimer's disease	2638	1	3	0.006951203	0.006951203	GeneticVariation	GAD
IL1R1	DOID:10652	Alzheimer's disease	3554	1	3	0.006951203	0.006951203	GeneticVariation	GAD
KIF11	DOID:10652	Alzheimer's disease	3832	1	3	0.006951203	0.006951203	GeneticVariation	GAD
LMNA	DOID:10652	Alzheimer's disease	4000	1	3	0.006951203	0.006951203	GeneticVariation	GAD
LTA	DOID:10652	Alzheimer's disease	4049	1	3	0.006951203	0.006951203	GeneticVariation	GAD
PPARD	DOID:10652	Alzheimer's disease	5467	1	3	0.006951203	0.006951203	GeneticVariation	GAD
RXRA	DOID:10652	Alzheimer's disease	6256	1	3	0.006951203	0.006951203	GeneticVariation	GAD
SLC18A3	DOID:10652	Alzheimer's disease	6572	1	3	0.006951203	0.006951203	GeneticVariation	GAD
TCN1	DOID:10652	Alzheimer's disease	6947	1	3	0.006951203	0.006951203	GeneticVariation	GAD
THRA	DOID:10652	Alzheimer's disease	7067	1	3	0.006951203	0.006951203	GeneticVariation	GAD
LRAT	DOID:10652	Alzheimer's disease	9227	1	3	0.006951203	0.006951203	GeneticVariation	GAD
PGBD1	DOID:10652	Alzheimer's disease	84547	1	3	0.006951203	0.006951203	GeneticVariation	GAD
GALP	DOID:10652	Alzheimer's disease	85569	1	3	0.006951203	0.006951203	GeneticVariation	GAD
NCAPD2	DOID:10652	Alzheimer's disease	9918	1	2	0.00491764	0.00491764	GeneticVariation	BeFree|GAD
TAPBPL	DOID:10652	Alzheimer's disease	55080	1	2	0.00491764	0.00491764	GeneticVariation	BeFree|GAD
AHSG	DOID:10652	Alzheimer's disease	197	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
FRK	DOID:10652	Alzheimer's disease	2444	1	2	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
GNB3	DOID:10652	Alzheimer's disease	2784	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
IREB2	DOID:10652	Alzheimer's disease	3658	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
LRP6	DOID:10652	Alzheimer's disease	4040	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
MAOB	DOID:10652	Alzheimer's disease	4129	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
SOS2	DOID:10652	Alzheimer's disease	6655	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
TNFRSF1A	DOID:10652	Alzheimer's disease	7132	1	2	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
TPH1	DOID:10652	Alzheimer's disease	7166	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
MAPK8IP1	DOID:10652	Alzheimer's disease	9479	1	1	0.004839645	0.004839645	GeneticVariation	GAD|LHGDN
NAT1	DOID:10652	Alzheimer's disease	9	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ACTA1	DOID:10652	Alzheimer's disease	58	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ADRA2A	DOID:10652	Alzheimer's disease	150	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ADRB3	DOID:10652	Alzheimer's disease	155	1	2	0.004634135	0.004634135	GeneticVariation	GAD
APOB	DOID:10652	Alzheimer's disease	338	1	2	0.004634135	0.004634135	GeneticVariation	GAD
C1R	DOID:10652	Alzheimer's disease	715	1	2	0.004634135	0.004634135	GeneticVariation	GAD
CAMK2G	DOID:10652	Alzheimer's disease	818	1	2	0.004634135	0.004634135	GeneticVariation	GAD
CYP1A1	DOID:10652	Alzheimer's disease	1543	1	2	0.004634135	0.004634135	GeneticVariation	GAD
CYP17A1	DOID:10652	Alzheimer's disease	1586	1	2	0.004634135	0.004634135	GeneticVariation	GAD
DRD2	DOID:10652	Alzheimer's disease	1813	1	2	0.004634135	0.004634135	GeneticVariation	GAD
EDNRB	DOID:10652	Alzheimer's disease	1910	1	2	0.004634135	0.004634135	GeneticVariation	GAD
FGG	DOID:10652	Alzheimer's disease	2266	1	2	0.004634135	0.004634135	GeneticVariation	GAD
GHR	DOID:10652	Alzheimer's disease	2690	1	2	0.004634135	0.004634135	GeneticVariation	GAD
GSTM1	DOID:10652	Alzheimer's disease	2944	1	2	0.004634135	0.004634135	GeneticVariation	GAD
HHEX	DOID:10652	Alzheimer's disease	3087	1	2	0.004634135	0.004634135	GeneticVariation	GAD
HMGCS2	DOID:10652	Alzheimer's disease	3158	1	2	0.004634135	0.004634135	GeneticVariation	GAD
HSD11B1	DOID:10652	Alzheimer's disease	3290	1	2	0.004634135	0.004634135	GeneticVariation	GAD
HSPA1A	DOID:10652	Alzheimer's disease	3303	1	2	0.004634135	0.004634135	GeneticVariation	GAD
IL6R	DOID:10652	Alzheimer's disease	3570	1	2	0.004634135	0.004634135	GeneticVariation	GAD
LRP2	DOID:10652	Alzheimer's disease	4036	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ATP8	DOID:10652	Alzheimer's disease	4509	1	2	0.004634135	0.004634135	GeneticVariation	GAD
MTHFD1	DOID:10652	Alzheimer's disease	4522	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ND2	DOID:10652	Alzheimer's disease	4536	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ND4	DOID:10652	Alzheimer's disease	4538	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ND4L	DOID:10652	Alzheimer's disease	4539	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ND5	DOID:10652	Alzheimer's disease	4540	1	2	0.004634135	0.004634135	GeneticVariation	GAD
PLAT	DOID:10652	Alzheimer's disease	5327	1	2	0.004634135	0.004634135	GeneticVariation	GAD
PSMB9	DOID:10652	Alzheimer's disease	5698	1	2	0.004634135	0.004634135	GeneticVariation	GAD
RFC3	DOID:10652	Alzheimer's disease	5983	1	2	0.004634135	0.004634135	GeneticVariation	GAD
SELP	DOID:10652	Alzheimer's disease	6403	1	2	0.004634135	0.004634135	GeneticVariation	GAD
SREBF1	DOID:10652	Alzheimer's disease	6720	1	2	0.004634135	0.004634135	GeneticVariation	GAD
STK11	DOID:10652	Alzheimer's disease	6794	1	2	0.004634135	0.004634135	GeneticVariation	GAD
TRAF2	DOID:10652	Alzheimer's disease	7186	1	2	0.004634135	0.004634135	GeneticVariation	GAD
USF1	DOID:10652	Alzheimer's disease	7391	1	2	0.004634135	0.004634135	GeneticVariation	GAD
USF2	DOID:10652	Alzheimer's disease	7392	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ZNF224	DOID:10652	Alzheimer's disease	7767	1	2	0.004634135	0.004634135	GeneticVariation	GAD
PLA2G7	DOID:10652	Alzheimer's disease	7941	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ADAM12	DOID:10652	Alzheimer's disease	8038	1	2	0.004634135	0.004634135	GeneticVariation	GAD
MYH13	DOID:10652	Alzheimer's disease	8735	1	2	0.004634135	0.004634135	GeneticVariation	GAD
TNFRSF6B	DOID:10652	Alzheimer's disease	8771	1	2	0.004634135	0.004634135	GeneticVariation	GAD
ABCG2	DOID:10652	Alzheimer's disease	9429	1	2	0.004634135	0.004634135	GeneticVariation	GAD
CARD8	DOID:10652	Alzheimer's disease	22900	1	2	0.004634135	0.004634135	GeneticVariation	GAD
MTHFD1L	DOID:10652	Alzheimer's disease	25902	1	2	0.004634135	0.004634135	GeneticVariation	GAD
TRPC4AP	DOID:10652	Alzheimer's disease	26133	1	2	0.004634135	0.004634135	GeneticVariation	GAD
DISC1	DOID:10652	Alzheimer's disease	27185	1	2	0.004634135	0.004634135	GeneticVariation	GAD
APH1A	DOID:10652	Alzheimer's disease	51107	1	2	0.004634135	0.004634135	GeneticVariation	GAD
PSENEN	DOID:10652	Alzheimer's disease	55851	1	2	0.004634135	0.004634135	GeneticVariation	GAD
IL33	DOID:10652	Alzheimer's disease	90865	1	2	0.004634135	0.004634135	GeneticVariation	GAD
APOA5	DOID:10652	Alzheimer's disease	116519	1	2	0.004634135	0.004634135	GeneticVariation	GAD
MPP7	DOID:10652	Alzheimer's disease	143098	1	2	0.004634135	0.004634135	GeneticVariation	GAD
MS4A4E	DOID:10652	Alzheimer's disease	643680	1	2	0.004634135	0.004634135	GeneticVariation	GAD
PNP	DOID:10652	Alzheimer's disease	4860	1	1	0.002806082	0.002806082	GeneticVariation	BeFree|LHGDN
RPS3A	DOID:10652	Alzheimer's disease	6189	1	1	0.002806082	0.002806082	GeneticVariation	BeFree|LHGDN
BMP4	DOID:10652	Alzheimer's disease	652	1	2	0.002600572	0.002600572	GeneticVariation	BeFree|GAD
GABBR1	DOID:10652	Alzheimer's disease	2550	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
HSPA5	DOID:10652	Alzheimer's disease	3309	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
HTR1A	DOID:10652	Alzheimer's disease	3350	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
MTRR	DOID:10652	Alzheimer's disease	4552	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
PAK1	DOID:10652	Alzheimer's disease	5058	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
CDK5R2	DOID:10652	Alzheimer's disease	8941	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
AMIGO2	DOID:10652	Alzheimer's disease	347902	1	1	0.002522577	0.002522577	GeneticVariation	LHGDN
A2MP1	DOID:10652	Alzheimer's disease	3	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ABL2	DOID:10652	Alzheimer's disease	27	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ACACB	DOID:10652	Alzheimer's disease	32	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ACTN3	DOID:10652	Alzheimer's disease	89	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADCY8	DOID:10652	Alzheimer's disease	114	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADH1A	DOID:10652	Alzheimer's disease	124	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ADRA1A	DOID:10652	Alzheimer's disease	148	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ACAN	DOID:10652	Alzheimer's disease	176	1	1	0.002317068	0.002317068	GeneticVariation	GAD
JAG1	DOID:10652	Alzheimer's disease	182	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AGTR1	DOID:10652	Alzheimer's disease	185	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AIF1	DOID:10652	Alzheimer's disease	199	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AKT1	DOID:10652	Alzheimer's disease	207	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ABCD1	DOID:10652	Alzheimer's disease	215	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ALOX5AP	DOID:10652	Alzheimer's disease	241	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ALPL	DOID:10652	Alzheimer's disease	249	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AMY2A	DOID:10652	Alzheimer's disease	279	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ANK1	DOID:10652	Alzheimer's disease	286	1	0	0.002317068	0.002317068	GeneticVariation	GAD
APOF	DOID:10652	Alzheimer's disease	319	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ARF1	DOID:10652	Alzheimer's disease	375	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SERPINC1	DOID:10652	Alzheimer's disease	462	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BCL2L1	DOID:10652	Alzheimer's disease	598	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BCR	DOID:10652	Alzheimer's disease	613	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BGLAP	DOID:10652	Alzheimer's disease	632	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BMP1	DOID:10652	Alzheimer's disease	649	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BMP3	DOID:10652	Alzheimer's disease	651	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BMP7	DOID:10652	Alzheimer's disease	655	1	1	0.002317068	0.002317068	GeneticVariation	GAD
KLF5	DOID:10652	Alzheimer's disease	688	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CA9	DOID:10652	Alzheimer's disease	768	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CACNA1A	DOID:10652	Alzheimer's disease	773	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CALCR	DOID:10652	Alzheimer's disease	799	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CASP7	DOID:10652	Alzheimer's disease	840	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RUNX2	DOID:10652	Alzheimer's disease	860	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CCND3	DOID:10652	Alzheimer's disease	896	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CD5L	DOID:10652	Alzheimer's disease	922	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CD9	DOID:10652	Alzheimer's disease	928	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SCARB1	DOID:10652	Alzheimer's disease	949	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CDH11	DOID:10652	Alzheimer's disease	1009	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CEBPA	DOID:10652	Alzheimer's disease	1050	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CEBPD	DOID:10652	Alzheimer's disease	1052	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CCR1	DOID:10652	Alzheimer's disease	1230	1	1	0.002317068	0.002317068	GeneticVariation	GAD
LTB4R	DOID:10652	Alzheimer's disease	1241	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CNTFR	DOID:10652	Alzheimer's disease	1271	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL1A1	DOID:10652	Alzheimer's disease	1277	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL6A1	DOID:10652	Alzheimer's disease	1291	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL6A2	DOID:10652	Alzheimer's disease	1292	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COL11A2	DOID:10652	Alzheimer's disease	1302	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COMP	DOID:10652	Alzheimer's disease	1311	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COX10	DOID:10652	Alzheimer's disease	1352	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CPE	DOID:10652	Alzheimer's disease	1363	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CPT1A	DOID:10652	Alzheimer's disease	1374	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CPT1B	DOID:10652	Alzheimer's disease	1375	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CREBBP	DOID:10652	Alzheimer's disease	1387	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CREM	DOID:10652	Alzheimer's disease	1390	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CSK	DOID:10652	Alzheimer's disease	1445	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CSPG4	DOID:10652	Alzheimer's disease	1464	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CTSK	DOID:10652	Alzheimer's disease	1513	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CTSS	DOID:10652	Alzheimer's disease	1520	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYLC2	DOID:10652	Alzheimer's disease	1539	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP2C18	DOID:10652	Alzheimer's disease	1562	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP11B2	DOID:10652	Alzheimer's disease	1585	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP26A1	DOID:10652	Alzheimer's disease	1592	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DAB2	DOID:10652	Alzheimer's disease	1601	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DBH	DOID:10652	Alzheimer's disease	1621	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DBT	DOID:10652	Alzheimer's disease	1629	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DCN	DOID:10652	Alzheimer's disease	1634	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DLD	DOID:10652	Alzheimer's disease	1738	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DXO	DOID:10652	Alzheimer's disease	1797	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DR1	DOID:10652	Alzheimer's disease	1810	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DRD5	DOID:10652	Alzheimer's disease	1816	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EDNRA	DOID:10652	Alzheimer's disease	1909	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EFNA3	DOID:10652	Alzheimer's disease	1944	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EGR2	DOID:10652	Alzheimer's disease	1959	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EGR3	DOID:10652	Alzheimer's disease	1960	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ELAVL2	DOID:10652	Alzheimer's disease	1993	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ELN	DOID:10652	Alzheimer's disease	2006	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EML1	DOID:10652	Alzheimer's disease	2009	1	0	0.002317068	0.002317068	GeneticVariation	GAD
F3	DOID:10652	Alzheimer's disease	2152	1	1	0.002317068	0.002317068	GeneticVariation	GAD
F7	DOID:10652	Alzheimer's disease	2155	1	1	0.002317068	0.002317068	GeneticVariation	GAD
F10	DOID:10652	Alzheimer's disease	2159	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FBLN2	DOID:10652	Alzheimer's disease	2199	1	0	0.002317068	0.002317068	GeneticVariation	GAD
FGA	DOID:10652	Alzheimer's disease	2243	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGB	DOID:10652	Alzheimer's disease	2244	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGF2	DOID:10652	Alzheimer's disease	2247	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGF13	DOID:10652	Alzheimer's disease	2258	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGFR1	DOID:10652	Alzheimer's disease	2260	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGFR3	DOID:10652	Alzheimer's disease	2261	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGFR2	DOID:10652	Alzheimer's disease	2263	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FOXL1	DOID:10652	Alzheimer's disease	2300	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FSHR	DOID:10652	Alzheimer's disease	2492	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GAD2	DOID:10652	Alzheimer's disease	2572	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GATA1	DOID:10652	Alzheimer's disease	2623	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GCK	DOID:10652	Alzheimer's disease	2645	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GFRA2	DOID:10652	Alzheimer's disease	2675	1	1	0.002317068	0.002317068	GeneticVariation	GAD
B4GALT1	DOID:10652	Alzheimer's disease	2683	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GHRH	DOID:10652	Alzheimer's disease	2691	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GHRHR	DOID:10652	Alzheimer's disease	2692	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GLI2	DOID:10652	Alzheimer's disease	2736	1	0	0.002317068	0.002317068	GeneticVariation	GAD
GLRA2	DOID:10652	Alzheimer's disease	2742	1	0	0.002317068	0.002317068	GeneticVariation	GAD
GRB2	DOID:10652	Alzheimer's disease	2885	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GRPR	DOID:10652	Alzheimer's disease	2925	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GSTA4	DOID:10652	Alzheimer's disease	2941	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HLA-DRA	DOID:10652	Alzheimer's disease	3122	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HMGCS1	DOID:10652	Alzheimer's disease	3157	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HNF4A	DOID:10652	Alzheimer's disease	3172	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SLC29A2	DOID:10652	Alzheimer's disease	3177	1	0	0.002317068	0.002317068	GeneticVariation	GAD
HOXD13	DOID:10652	Alzheimer's disease	3239	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HPGD	DOID:10652	Alzheimer's disease	3248	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA1B	DOID:10652	Alzheimer's disease	3304	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA2	DOID:10652	Alzheimer's disease	3306	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IFNGR1	DOID:10652	Alzheimer's disease	3459	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGFBP1	DOID:10652	Alzheimer's disease	3484	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGFBP2	DOID:10652	Alzheimer's disease	3485	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGFBP4	DOID:10652	Alzheimer's disease	3487	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGFBP5	DOID:10652	Alzheimer's disease	3488	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGFBP6	DOID:10652	Alzheimer's disease	3489	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL3	DOID:10652	Alzheimer's disease	3562	1	1	0.002317068	0.002317068	GeneticVariation	GAD
